word,n,sent
assassination,1,-1
asshole,1,-1
assistance,1,1
assured,1,1
astonishment,1,1
astronaut,1,1
asylum,1,-1
asymmetry,1,0
atrocious,1,-1
attachment,1,1
attacking,1,-1
attentive,1,1
attraction,1,1
author,1,1
authoritative,1,1
authority,1,1
automatic,1,0
averse,1,-1
award,1,1
awkwardness,1,-1
babysitter,1,0
bacteria,1,-1
badger,1,-1
bait,1,-1
balk,1,-2
banquet,1,1
barbaric,1,-1
barren,1,-1
barrier,1,-1
barrow,1,0
bartender,1,0
bayonet,1,-1
beaming,1,1
belated,1,-1
bereavement,1,-1
betray,1,-1
beware,1,-1
bias,1,-1
bickering,1,-1
bitterness,1,-1
blackjack,1,-1
bland,1,-1
blast,1,-1
blatant,1,-1
blaze,1,-1
blessings,1,1
blindfold,1,0
bloated,1,-1
blob,1,-1
bloom,1,1
blues,1,-1
boil,1,-1
bombed,1,-1
bomber,1,0
bore,1,-1
brag,1,-1
breach,1,-1
bribery,1,-1
bridal,1,1
bridesmaid,1,1
brutality,1,-1
bulldog,1,1
bully,1,-1
burglary,1,-1
burnt,1,-1
bury,1,0
cabal,1,-1
calculating,1,-1
calculator,1,1
campaigning,1,-1
canary,1,1
candidate,1,1
cannibalism,1,-2
cannon,1,-5
captivity,1,-1
capture,1,-1
carcinoma,1,-1
caricature,1,-1
carnal,1,-1
cater,1,1
caution,1,-1
cautious,1,1
celebration,1,1
cement,1,0
censor,1,-1
chant,1,1
chaos,1,-1
chaotic,1,-1
charmed,1,0
chasm,1,0
chatty,1,-1
cheering,1,1
cheery,1,1
chemist,1,1
childish,1,-1
chorus,1,1
chowder,1,1
cider,1,1
citizen,1,1
claw,1,-1
cleanliness,1,1
cliff,1,0
cloudy,1,0
coffin,1,-1
coherence,1,1
collapse,1,-1
collision,1,-1
colonel,1,1
colossal,1,1
combat,1,-1
committee,1,0
companion,1,1
compass,1,0
compassionate,1,1
compatible,1,1
complication,1,-1
composed,1,1
composer,1,1
compulsion,1,-1
comrade,1,1
concentric,1,1
concord,1,1
condone,1,1
confederate,1,1
confession,1,-1
confine,1,-1
conformity,1,0
confuse,1,-1
congenial,1,1
conglomerate,1,0
conquest,1,-1
conscientious,1,1
considerate,1,1
conspiracy,1,0
consternation,1,-1
consult,1,0
contagious,1,-1
contaminated,1,-1
contradict,1,-1
contrary,1,-1
controversy,1,-1
convenience,1,1
convent,1,1
convert,1,1
convict,1,-1
convince,1,1
cooperation,1,1
corpse,1,-1
coup,1,0
courageous,1,1
courteous,1,1
courtship,1,1
covenant,1,1
coyote,1,0
crabby,1,-1
craft,1,1
craftsman,1,1
cranky,1,-1
crazed,1,-1
creature,1,-1
creep,1,-1
criticism,1,-2
crouching,1,-1
crucial,1,1
crude,1,-1
cruel,1,-2
cruelly,1,-1
crumbling,1,-1
crushing,1,-1
cuddle,1,1
cultivate,1,1
cupping,1,-1
curiosity,1,1
curl,1,1
dame,1,1
dandy,1,-1
dart,1,0
dawn,1,1
deadly,1,-1
deceased,1,-1
deceitful,1,-1
decency,1,1
defeated,1,-1
defend,1,1
defending,1,1
deformed,1,-1
deformity,1,-1
defunct,1,-1
defy,1,-1
deliverance,1,1
denied,1,-1
deny,1,-1
denying,1,-1
depend,1,0
depository,1,0
depression,1,-1
deranged,1,-1
derision,1,-1
derogatory,1,-1
deserved,1,1
desist,1,-1
destination,1,1
destructive,1,-1
detention,1,-1
deteriorate,1,-1
devastating,1,-1
develop,1,1
devout,1,1
diabolical,1,-1
diamond,1,1
differential,1,0
difficulties,1,-1
digit,1,0
digress,1,-1
dilute,1,-1
dinosaur,1,0
disagreement,1,-1
disapproval,1,-1
discipline,1,-1
discretion,1,1
diseased,1,-1
disgrace,1,-1
dismissal,1,-1
disorganized,1,-1
disqualified,1,-1
dissension,1,-1
distorted,1,-1
distract,1,-1
distracting,1,-1
distraught,1,-1
distress,1,-1
distressing,1,-1
disturbance,1,-1
divan,1,0
diversion,1,1
doit,1,-1
dolphin,1,1
doomed,1,-1
drainage,1,-1
drowsiness,1,-1
dung,1,0
dungeon,1,-1
earl,1,1
earn,1,1
ecstasy,1,1
eel,1,0
efficiency,1,1
efficient,1,1
egotistical,1,-1
eject,1,-1
elimination,1,-1
embarrass,1,-1
embarrassment,1,-1
embezzlement,1,-1
emphasize,1,0
enchanting,1,1
encouragement,1,1
energetic,1,1
enforce,1,0
enforcement,1,-1
engaging,1,1
epic,1,1
equally,1,1
equilibrium,1,1
erase,1,-1
errand,1,1
error,1,-1
escort,1,0
esteem,1,1
evident,1,1
evolution,1,1
exaggerate,1,-1
examination,1,-1
exasperation,1,-1
excess,1,-1
excruciating,1,-1
execution,1,-1
exhaust,1,-1
expectancy,1,0
expectant,1,0
expire,1,-1
explosive,1,-1
extremity,1,-1
extricate,1,1
failing,1,-1
fallacy,1,-1
fanatic,1,-1
fascination,1,1
fate,1,-1
fatty,1,-1
fearful,1,-1
fearless,1,1
feeble,1,-1
ferocity,1,-1
fertile,1,1
festival,1,1
festive,1,1
fierce,1,-1
fireball,1,1
flabby,1,-1
flap,1,-1
flaunt,1,-1
fled,1,0
flee,1,-1
fleece,1,-1
flexibility,1,1
flinch,1,-2
flirt,1,0
flood,1,0
fluke,1,0
foreman,1,1
foresee,1,1
forge,1,1
forming,1,0
forthcoming,1,1
framework,1,0
fraudulent,1,-1
fraught,1,-1
fright,1,-1
frolic,1,1
frowning,1,-1
fugitive,1,-1
fumble,1,-1
fundamental,1,1
furnace,1,0
fury,1,-1
fusion,1,1
gear,1,1
gem,1,1
genuine,1,1
gifted,1,1
glee,1,1
glide,1,1
glitter,1,0
glorification,1,1
goodness,1,1
gorge,1,-1
gouge,1,-1
gout,1,-1
governor,1,0
grant,1,1
grasping,1,-1
grate,1,-1
gravitate,1,0
gray,1,0
grief,1,-1
grieve,1,-1
grim,1,-1
grime,1,-1
grimy,1,-1
grin,1,1
grinding,1,-1
grope,1,-1
grounded,1,-1
growling,1,-1
growth,1,1
grudge,1,-1
grudgingly,1,-1
guardian,1,1
gubernatorial,1,1
guile,1,-1
gut,1,0
hag,1,-1
hail,1,0
hamper,1,-1
hankering,1,0
harassing,1,0
hardship,1,-1
hardy,1,1
harmful,1,-1
harrowing,1,-1
harvest,1,1
hash,1,-1
haste,1,0
hating,1,-1
haunted,1,-1
havoc,1,-1
hawk,1,0
hazard,1,-1
haze,1,-1
headache,1,-1
healing,1,1
hearsay,1,-1
heartfelt,1,1
heroin,1,-1
hesitation,1,-1
hippie,1,-1
hobo,1,-1
holocaust,1,-1
homage,1,1
homicide,1,-1
hopelessness,1,-1
horizon,1,1
horror,1,-2
hostage,1,-1
hostile,1,-1
howl,1,-1
hulk,1,0
humanity,1,1
humble,1,0
hunter,1,-1
hunting,1,-1
hysteria,1,-1
idiotic,1,-1
ignorance,1,-1
ignorant,1,-1
illuminate,1,1
imitation,1,-1
immaturity,1,-1
immigrant,1,0
imminent,1,0
immoral,1,-1
impart,1,1
impartial,1,1
impeachment,1,-1
impeccable,1,1
impending,1,0
impenetrable,1,0
impersonate,1,-1
importance,1,1
impotence,1,-1
improve,1,1
inappropriate,1,-1
inaudible,1,-1
incessant,1,-1
include,1,1
including,1,1
inclusion,1,0
incoherent,1,-1
incompetence,1,-1
incomprehensible,1,-1
inconsiderate,1,-1
inconvenient,1,-1
increase,1,1
incur,1,-1
indecent,1,-1
indeterminate,1,-1
indictment,1,-1
indifference,1,-1
indomitable,1,1
ineffectual,1,-1
infantile,1,-1
infection,1,-1
inferior,1,-1
infinite,1,1
inform,1,0
injection,1,0
innocence,1,1
inseparable,1,1
insignificant,1,-1
inspire,1,1
institute,1,0
instruction,1,1
intercourse,1,1
intermission,1,0
interrupted,1,-1
intestinal,1,0
intimidate,1,-1
intimidation,1,-1
intolerant,1,-1
intruder,1,-1
intuitive,1,1
invariably,1,1
irresponsible,1,-1
irrevocable,1,-1
irritability,1,-1
irritable,1,-1
irritating,1,-1
isolate,1,0
isolated,1,-1
isolation,1,-1
jackpot,1,1
jaws,1,0
jest,1,1
journey,1,1
jovial,1,1
joyful,1,1
joyous,1,1
jubilant,1,1
jumble,1,-2
justifiable,1,1
juvenile,1,-1
kite,1,-1
knack,1,1
lace,1,0
lack,1,-1
lacking,1,-1
lagging,1,-1
lamb,1,1
larceny,1,-1
larger,1,0
launch,1,1
lava,1,-1
lavish,1,1
laxative,1,-1
legendary,1,1
lemma,1,1
lethal,1,-1
leverage,1,1
liberal,1,0
lieutenant,1,0
lifeless,1,-1
linger,1,0
livid,1,-1
loathe,1,-1
logical,1,1
lone,1,0
loneliness,1,-1
longing,1,0
lowering,1,-1
ludicrous,1,-1
lunge,1,0
luscious,1,1
lush,1,-1
luxurious,1,1
mace,1,-1
madman,1,-1
maiden,1,1
malaise,1,-1
malaria,1,-1
malice,1,-1
manhood,1,1
manipulate,1,-1
manly,1,1
mar,1,-1
marrow,1,1
martial,1,0
marvel,1,1
marvelous,1,1
maximum,1,1
mediator,1,1
mediocre,1,-1
meditate,1,1
mediterranean,1,1
meek,1,0
melancholy,1,-1
menacing,1,-1
minority,1,-1
mischievous,1,-1
misplaced,1,-1
misrepresented,1,-1
missile,1,0
mistaken,1,-1
mockery,1,-1
monsoon,1,-1
moral,1,1
mortality,1,-1
mover,1,1
mucus,1,0
mule,1,-1
muscular,1,1
musty,1,-1
nation,1,0
nectar,1,1
negotiate,1,1
nervousness,1,0
neuralgia,1,-1
noble,1,1
nuisance,1,-1
numb,1,-1
oak,1,1
obese,1,-1
obey,1,0
objection,1,-1
objectionable,1,-1
obnoxious,1,-1
obscene,1,-1
obstruction,1,-1
occasional,1,0
occupation,1,1
occupy,1,1
octopus,1,0
offend,1,-1
offing,1,-2
ogre,1,-1
ooze,1,-1
oppose,1,-1
outburst,1,0
outlaw,1,-1
outward,1,1
overload,1,-1
overwhelming,1,1
owing,1,-1
ownership,1,1
pacific,1,1
paddle,1,1
pained,1,-1
painfully,1,-1
pains,1,-1
palpable,1,0
panache,1,1
parachute,1,0
parliament,1,0
parrot,1,-1
parting,1,0
partner,1,1
patrol,1,0
patron,1,1
patter,1,-1
pavement,1,0
payment,1,-1
peaceful,1,1
penitentiary,1,-1
perceive,1,1
perjury,1,-1
perpetuation,1,-1
perplexed,1,-1
persecution,1,-1
pertinent,1,1
perverted,1,-1
philanthropy,1,1
physician,1,1
pillage,1,-1
pimp,1,-1
pinion,1,-1
pioneer,1,1
plague,1,-1
playful,1,1
playground,1,1
pleasurable,1,1
plumb,1,1
plump,1,0
plunder,1,-1
pneumonia,1,-1
pose,1,-1
possess,1,1
possessed,1,-1
possession,1,-1
pow,1,0
precaution,1,1
precedence,1,1
precinct,1,-1
prediction,1,0
prejudice,1,-1
premature,1,0
prepare,1,1
prerequisite,1,0
prey,1,-1
princess,1,1
principal,1,1
prisoner,1,-1
probation,1,0
procession,1,1
producer,1,1
producing,1,1
productive,1,1
progression,1,1
prohibited,1,-1
prolific,1,1
promising,1,1
propaganda,1,-1
proposition,1,1
prospect,1,1
punishment,1,-1
quack,1,-1
questionable,1,-1
quote,1,0
rabid,1,-1
radiant,1,1
radiation,1,-1
raging,1,-1
raid,1,-1
ram,1,-1
rascal,1,-1
rational,1,1
raving,1,-1
reader,1,1
reappear,1,0
rear,1,-1
reassure,1,1
recipient,1,0
reconstruct,1,1
recovery,1,1
refusal,1,-1
regiment,1,0
reimburse,1,1
reject,1,-1
rejection,1,-1
rejects,1,-1
relative,1,0
relaxation,1,1
reliable,1,1
removal,1,-1
reporter,1,1
represented,1,1
reprisal,1,-1
requiem,1,0
resent,1,-1
resentful,1,-1
reserve,1,1
resilient,1,1
resistance,1,-1
resisting,1,-1
resources,1,1
restrain,1,-1
restraint,1,1
reticent,1,-1
reunion,1,1
reverend,1,1
revolting,1,-1
revolution,1,0
revolver,1,-1
revulsion,1,-1
rhythm,1,1
riddled,1,-1
rifle,1,-1
rigorous,1,-1
ringer,1,-1
rob,1,-1
robber,1,-1
robbery,1,-1
robust,1,1
rogue,1,-1
romance,1,1
romp,1,1
roulette,1,0
royalty,1,1
rue,1,-1
rumor,1,-1
runaway,1,-2
ruthless,1,-1
sadly,1,-1
sag,1,-1
sage,1,1
salary,1,1
salvation,1,1
sanitary,1,1
sap,1,-1
sardonic,1,-1
scab,1,-3
scandal,1,-1
scarcely,1,-1
scolding,1,-1
scrambling,1,-1
scrimmage,1,-1
scrub,1,-1
scrutiny,1,-1
sculpture,1,1
seals,1,0
seclusion,1,0
secretariat,1,1
senate,1,0
senseless,1,-1
sentimental,1,1
sentimentality,1,1
severance,1,0
shack,1,-1
sham,1,-1
shambles,1,-1
shameless,1,-1
sheriff,1,0
shine,1,1
shrapnel,1,0
sin,1,-1
skilled,1,1
slam,1,-1
slaughter,1,-1
slaughterhouse,1,-1
slop,1,-1
sloppy,1,-1
slough,1,-1
slug,1,-2
sluggish,1,-1
slump,1,-1
slush,1,-1
slut,1,-1
snake,1,-1
sneaking,1,-1
snicker,1,1
snide,1,-1
solidarity,1,0
sonata,1,1
spanking,1,0
sparkle,1,1
spasm,1,-1
spectacle,1,0
speculation,1,-1
spice,1,1
spinster,1,-1
splendid,1,1
spotless,1,1
sprite,1,-1
spruce,1,1
spur,1,0
stab,1,-1
stalk,1,-1
startling,1,0
starvation,1,-1
staunch,1,1
stiff,1,-1
stingy,1,-1
stools,1,-1
storming,1,0
strangle,1,-1
stray,1,-1
stripped,1,-1
stud,1,1
stumble,1,-1
submit,1,0
subordinate,1,-1
substance,1,2
succulent,1,0
sunny,1,1
superior,1,1
supported,1,1
suppress,1,-1
surprisingly,1,0
surrender,1,-1
surveying,1,1
suspicion,1,-1
swamp,1,-1
swarm,1,0
swelling,1,-1
swerve,1,0
symbolic,1,1
symmetrical,1,1
symptom,1,-1
taint,1,-1
tanned,1,1
tantamount,1,0
taunt,1,-1
tedious,1,-1
teeming,1,0
tenacious,1,1
tenderness,1,1
termination,1,-1
terrorize,1,-1
testimony,1,0
tetanus,1,-1
thankful,1,1
theft,1,-1
thermometer,1,0
threaten,1,-1
throne,1,1
thug,1,-1
tiff,1,-1
torrid,1,-1
tramp,1,-1
trembling,1,-1
trend,1,1
troll,1,-1
tumble,1,-1
tutor,1,1
twin,1,1
twitch,1,-1
tyranny,1,-1
ugliness,1,-1
ultimately,1,1
umpire,1,1
unacceptable,1,-1
unattached,1,-1
unattractive,1,-1
unbearable,1,-1
unconscionable,1,-1
uncontrollable,1,-1
uncontrolled,1,-1
uneasy,1,-1
unequivocally,1,1
unexpected,1,0
unexpectedly,1,0
unfair,1,-1
unforgiving,1,-1
unhealthy,1,-1
uninterested,1,-1
uninteresting,1,-1
uninvited,1,0
unique,1,1
university,1,1
unlimited,1,1
unnatural,1,-1
unpretentious,1,1
unrest,1,0
unselfish,1,1
unsettled,1,-1
untimely,1,-1
untrained,1,-1
unwelcome,1,-1
upright,1,1
utopian,1,1
vague,1,-1
vampire,1,-1
vanished,1,-1
vanity,1,-1
vendetta,1,-1
vigilant,1,1
villain,1,-1
virginity,1,1
virus,1,-1
visitor,1,1
vitality,1,1
voluptuous,1,1
voodoo,1,-1
wan,1,-1
warden,1,-1
warped,1,-1
waterproof,1,1
weakened,1,-1
weeping,1,0
weigh,1,0
whimper,1,0
whine,1,-1
whirlwind,1,-1
wishful,1,0
withdraw,1,-1
witty,1,1
worship,1,1
wretched,1,-1
wring,1,0
wrinkled,1,0
yawning,1,-1
youth,1,1
zest,1,1
